game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated
1501,"Van Gogh, Rembrandt, Renoir --- paintings by the world's most famous artists are on the auction block, for sale to the highest bidder. How high will you bid before the tension and bluffing get to you? And how good's your eye --- can you spot a forgery when you buy one?&#10;&#10;The MASTERPIECE game combines the excitement of a fast-paced board game with the glamour and sophistication of a game that deals with fine art. Some of the world's greatest paintings, illustrated in full-color postcards, are an integral part of gameplay.&#10;&#10;The high-stakes world of international art --- and the power plays of an auction --- will entertain and enlighten as you join a particularly eccentric group of collectors who've all come in search of a MASTERPIECE.&#10;&#10;Each player takes the role of an art collector and tries to amass the greatest fortune in cash and the value of art pieces in their collection.&#10;&#10;The painting cards are randomized and placed face down in a stack.  Matching size value cards are also mixed and placed face down in a stack.  These value cards indicate the worth of the painting ranging from forgery (zero) to $1,000,000.  Each player receives an equal sum of money and one painting with value card which are clipped together so that all players can see the painting and only the owning player can see the value.  When paintings are drawn from the stack, a value card is clipped to them in this fashion.  Players move around the board by die roll and land on spaces that allow the player to collect money from the bank, receive a painting from the stack, sell a painting to the bank for its value, sell a painting to the bank for a specified amount, auction one of their paintings to the highest bidding opponent, or auction the top painting in the stack to the highest bidder.&#10;&#10;The game ends when the painting stack is exhausted.  Players add the values of their paintings to their cash on hand.  The player with the largest total wins.&#10;&#10;",//cf.geekdo-images.com/images/pic159748.jpg,6,60,8,3,60,Masterpiece,60,//cf.geekdo-images.com/images/pic159748_t.jpg,1970,"Peter Blume,Gustave Caillebotte,Mary Cassatt,Paul Cézanne,Pieter Claesz,Lucas Cranach the Elder,Leonardo da Vinci,Edgar Degas,Eugène Delacroix,Albrecht Dürer,Jean-Honoré Fragonard,Paul Gauguin,Francisco Goya,El Greco,Francesco Guardi,Martin Johnson Heade,Meindert Hobbema,Hans Hofmann,Winslow Homer,Edward Hopper,Wassily Kandinsky,Doris Lee,Édouard Manet,Bernardo Martorell,Amedeo Modigliani,Claude Monet,Georgia O'Keeffe,Jackson Pollock,Raphael,Frederic Remington,Pierre-Auguste Renoir,Sir Peter Paul Rubens,Kiyoshi Saitō,Georges Seurat,Jan Steen,Gilbert Stuart,Titian,Henri de Toulouse-Lautrec,Joseph Mallord William Turner,Adriaen Van Der Spelt,Vincent van Gogh,Rembrandt van Rijn,Diego Velázquez,James Abbott McNeill Whistler,Grant Wood","Bluffing,Negotiation",NA,"Marvin Glass,Christian Thee",NA,NA,Auction/Bidding,"Borras Plana S.A.,Clipper,Estrela,Hasbro,Majora,Miro Company,Nilco S.A.,Parker Brothers,Smart Games, Inc.,Toltoys",5.54284,1306
1502,"Hotel Tycoon, first published as Hotels, is a Monopoly-like game in which hotel tycoons try to buy and build the best hotels in the world and compete for guests. The game caters two to four players, ages eight and up. An average game lasts about 90 minutes.&#10;&#10;Players try to buy and build the best hotels in this game, earning the most money or bankrupting their opponents. A successful hotel consists of three components: the land on which it's built, the hotel buildings, and the entrances by which guests arrive in the hotels. All three components need to be bought separately with in-game money. As in Monopoly, money is earned by players who end up on one of the entrances of your hotels, after their dice roll. The more luxurious the hotel, the more money a guest will earn you. Money you can use to build extensions to your existing hotels, buying new entrances or pay other players when you arrive at their hotels.&#10;&#10;The game consists out of cardboard, three-dimensional hotel buildings, recreational grounds and entrance stairs that can be placed on the large game board.&#10;&#10;",//cf.geekdo-images.com/images/pic2078499.jpg,4,60,8,2,60,Hotel Tycoon,60,//cf.geekdo-images.com/images/pic2078499_t.jpg,1974,Denys Fisher,Economic,NA,Denys Fisher,NA,3D Games,Roll / Spin and Move,"AS Company,Asmodee,Asterion Press,Broadway Toys LTD,Denys Fisher Toys,Flair Games,Funskool Games,Gém Klub Kft.,Hasbro,MB Giochi,MB Juegos,MB peli,MB Spellen,MB Spiele,Milton Bradley,MindTrap Games, Inc.,Nilco S.A.,Parker Brothers,Tsukuda Hobby / Original",5.4004200000000004,2172
1503,"Mid-East Peace is one of those great games where luck really doesn't play a part, once initial country selection is made. The game is set during the pressure cooker situation of the early 90's and the tension of the game certainly reflects this. Players out-maneuver and out-bluff one another so as to gain the riches of the region, while making sure they spend enough of the &quot;oil/money&quot; to ensure the safety of their state. The tension is kept up by secret deployment of forces and the continual angst of balancing resource spending with the saving necessary to come off the winner. It is, usually, the richest player, the one who has probably spent least on 'defense' throughout the game that will come off the victor. But, the twist is that the game can end in war or peace, and there are different victory conditions depending on which of the two outcomes it ends in. A very hard balance to maintain.&#10;&#10;",//cf.geekdo-images.com/images/pic28718.jpg,6,120,12,2,120,Mid-East Peace,120,//cf.geekdo-images.com/images/pic28718_t.jpg,1990,"Eric Hotz,David Kowan","Arabian,Bluffing,Modern Warfare,Negotiation,Wargame",NA,"Tom Dalgliesh,David Kowan",NA,NA,"Area-Impulse,Secret Unit Deployment",Columbia Games,5.04673,107
1504,"One of the original games released by Goldsieber upon their business launch.  Players attempt to sneak and bribe their way into a Sultan's palace.&#10;&#10;Designer Kara Ben Hering is actually a pseudonym for Klaus Teuber, Fritz Gruber, Wolfgang Ludtke, and Peter Neugebauer.&#10;&#10;",//cf.geekdo-images.com/images/pic198025.jpg,4,60,9,2,60,Bakschisch,60,//cf.geekdo-images.com/images/pic198025_t.jpg,1995,NA,"Adventure,Arabian",NA,"Fritz Gruber,Kara Ben Hering,Wolfgang Lüdtke,Reiner Müller,Peter Neugebauer,Klaus Teuber",NA,NA,"Auction/Bidding,Simultaneous Action Selection",Goldsieber Spiele,5.71122,107
1506,"&quot;Conquistador recreates the 16th Century exploration and conquest of the New World (North and South America) by the major powers of Europe.&quot; (from Avalon Hill game box)&#10;&#10;&quot;The game is quasi-historical in nature, providing the atmosphere and mechanics of the 16th Century world, along with historical personages. The object of the game is for one Country to accumulate as much wealth, land, and prestige (in the form of actual discoveries) as he[sic] can; the Country with the greatest total of all three is the victor.&quot; (from SPI game rules introduction)  &#10; &#10;Originally published in 1976 by SPI in Strategy &amp; Tactics magazine #58, and later sold as a boxed edition in a plastic tray, the SPI version is a one to three player game, featuring the Spanish (green counters), French (blue counters), and English (beige counters).  Rules for Portugal or the German bankers as a fourth player are included, but no counters are provided in the game.&#10;&#10;The Avalon Hill edition is a one to four player game, featuring the Spanish (green counters), French (blue counters), English (pink counters) and Portuguese (yellow counters).  This edition of the game was published in 1982 with a mounted map in a bookcase box.  The &quot;Fur Traders &amp; Buccaneers&quot; variant in The GENERAL Vol.21 No.5 added counters and rules for Dutch, Danish, and slave units.&#10;&#10;Developer: Greg Costikyan&#10;&#10;",//cf.geekdo-images.com/images/pic143846.jpg,4,360,12,1,360,Conquistador,360,//cf.geekdo-images.com/images/pic143846_t.jpg,1976,"Kenn Nishiuye,Redmond A. Simonsen","Economic,Exploration,Political,Renaissance,Wargame",NA,Richard H. Berg,NA,"Admin: Better Description Needed!,Age of Discovery,Country: Costa Rica,Country: Portugal,Magazine: Strategy & Tactics","Dice Rolling,Hex-and-Counter","Avalon Hill,SPI (Simulations Publications, Inc.)",6.42344,526
1508,"Broadside is an American Heritage game from the &quot;Command Decision&quot; series published by Milton Bradley circa 1962. Players take turns maneuvering their frigates and other ships to gain position so as to fire their cannons and destroy the masts on the enemy ships. Not for hardcore gamers, Broadside is an introductory wargame of early naval combat on the high seas. Some ports are guarded by land based cannons and players risk losing ships by straying too close. Rules are easy to learn and like &quot;Dogfight&quot; the game includes some great plastic miniatures to play with.&#10;&#10;",//cf.geekdo-images.com/images/pic505369.jpg,2,45,10,2,45,Broadside,45,//cf.geekdo-images.com/images/pic505369_t.jpg,1962,Thomas Birch,"Miniatures,Nautical,Wargame",NA,(Uncredited),NA,American Heritage Games,NA,"John Sands Pty Ltd,Milton Bradley",6.07683,341
1509,"Dogfight is one of the American Heritage games in the &quot;Command decision&quot; series of wargames published by Milton Bradley circa 1961-65. Definitely not for the hardcore wargamer, Dogfight is a light version of WWI air combat. The Germans and Americans each get 6 biplanes divided into 2 squadrons of 3 planes each. Each squadron gets a hand of combat maneuver cards and players move one plane from each squadron engaging and evading each other. For each plane shot down you receive an ace token that entitles you to hold a larger hand of cards. Anti-Aircraft guns guard each home squadron and the lucky flyer has the opportunity to strafe the enemies planes on the ground. A great introductory wargame with easy to learn rules.&#10;&#10;",//cf.geekdo-images.com/images/pic204982.jpg,4,45,10,2,45,Dogfight,45,//cf.geekdo-images.com/images/pic204982_t.jpg,1962,NA,"Aviation / Flight,Wargame,World War I",NA,(Uncredited),NA,American Heritage Games,"Hand Management,Roll / Spin and Move","Milton Bradley,Takara",6.26277,364
1510,This Avalon Hill game is a vehicle for instructing students (there is a classroom section in the rules) on why Marxism is superior. The Workers move around a board while trying to survive against the Capitalist player who control everything. As the Workers unite they take power from the Capitalist player but if they do not suceed in uniting the Capitalist will win.&#10;&#10;The Marxist politics are very up front in this game in presentation and in the suggested reading in the rules. A surprising publication from a war game company&#10;&#10;,//cf.geekdo-images.com/images/pic56251.jpg,6,90,12,2,90,Class Struggle,90,//cf.geekdo-images.com/images/pic56251_t.jpg,1978,NA,"Educational,Political",NA,Bertell Ollman,NA,NA,NA,"Avalon Hill,Class Struggle, Inc.,Didacta,Metracon,Mondadori Giochi",4.83109,162
1511,"Lost and alone, you must survive and escape the woods.  There are 5 different scenarios from inexperienced hikers lost in the woods to a rescue party trying to find a lost person.  You will have to deal with animals, finding food and water, mother nature and sickness without dying to win.&#10;&#10;",//cf.geekdo-images.com/images/pic181641.jpg,4,30,10,1,30,Outdoor Survival,30,//cf.geekdo-images.com/images/pic181641_t.jpg,1972,NA,"Adventure,Exploration",NA,Jim Dunnigan,NA,NA,"Dice Rolling,Hex-and-Counter,Roll / Spin and Move,Simulation",Avalon Hill,4.60933,848
1512,"This game was originally published by the designer as Bin'Fa under the company name Taoist Arts, Inc. It was released a few years later as Hexagony by Avalon Hill, and then again as Bin'Fa by the designer under the company name Kenterprises. The Avalon Hill version has slightly different rules. Alan Moon is credited with development of this version. Bin'Fa will be re-released February 2015 after undergoing numerous alterations and rule changes from its previous incarnations.&#10;&#10;Bin'Fa/2015 Edition is described by the Publisher/Designer:&#10;&#10;Bin&rsquo;Fa is a game of strategy for 2 to 6 players, each of whom controls an army of twelve units, a general and a supply pawn. In multiple army games, each player controls either two or three armies. The object of the game is to capture the opposing army units by surrounding them, thereby removing them from play.&#10;&#10;The game board is divided into six separate triangles, which offer almost limitless possibilities for new terrain each game. Each player places his armies at the start of the game in his home battle sector. The board also contains terrain markers and vortex markers, which the armies can use to jump around and appear unexpectedly behind enemy lines, presenting a sudden and unforeseen threat to the rear.&#10;&#10;The terrain transforms what would otherwise be a featureless playing area into one that more closely resembles the terrain over which actual battles are fought. With an almost incalculably large number of possible different terrain configurations, strategy cannot be decided in advance. The beginner always stands a chance against the experienced player.&#10;&#10;Bin&acute;Fa armies use up supplies when they move just as real armies do. On taking possession of the dice, players must choose between moving their army units on the battle sector (which uses up supplies) or using their turn to move the supply marker in hope of obtaining fresh supplies.&#10;&#10;One of the most exciting aspects of Bin&acute;Fa is the &quot;cavalry charge.&quot; As long as a player has sufficient supplies and is lucky enough to avoid rolling a double, it is possible to send a force dashing across the board to attack enemy units and (hopefully) return.&#10;&#10;The game of Bin&acute;Fa brings together two strands whose origins go back to very ancient times. Sun Tzu was a famous Chinese general and student of warfare. Bin&acute;Fa is based on the precepts contained in his classic work on the subject, &quot;The Art of War,&quot; written 2,300 years ago. They provide the structural framework for the game.&#10;&#10;",//cf.geekdo-images.com/images/pic438376.jpg,6,60,10,2,60,Hexagony,60,//cf.geekdo-images.com/images/pic438376_t.jpg,1977,"Jean Baer,Ken Hodkinson,Margaret Lehman","Abstract Strategy,Wargame",NA,Ken Hodkinson,NA,Tube Games,Dice Rolling,"Avalon Hill,Kenterprises,Taoist Arts, Inc.",5.82075,133
1513,"The Republic of Rome is an abstraction of over 250 years of history.  It simulates the politics of the Roman Senate during the republic.  The players take the part of various factions vying for the control of the senate.  They control the various powerful families of the time, who compete for state offices, military command, economic concessions and new adherents.  To win the player must get their faction to become the most powerful in Rome.  While doing this, however, a balance must be maintained.  A hostile world situation, and the vagaries of the public of Rome means that the players must also cooperate so that Rome herself doesn't go down under this pressure.  If Rome does not last, neither does the senate, and all players lose!&#10;&#10;Players make proposals to the Senate which other players then vote on. A player's ability to make proposals is determined by which Offices his/her Senators hold. A player's influence in votes is determined by the number of Senators they have recruited and the level of influence those Senators have obtained. Proposals may include assigning Senators to governor provinces (generating revenue), recruiting an army to fight an external foe, addressing the concerns of the Roman people, assigning offices or prosecuting previous office holders. Players have to co-operate to overcome the various threats that the game sends against Rome (wars, famine, unrest, bankruptcy) whilst working to build their own Senators' and Generals' positions and undermine that of their opponents. A powerful General or an influential Senator may become Emperor (thus winning the game) but equally may suddenly fall to the plague or an assassin's blade.&#10;&#10;",//cf.geekdo-images.com/images/pic487045.jpg,6,300,14,1,300,The Republic of Rome,300,//cf.geekdo-images.com/images/pic487045_t.jpg,1990,"Dave Dobyski,Charles Kibler,Kurt Miller,George I. Parrish, Jr.,Patrick Turner Studios,Mark Poole","Ancient,Negotiation,Political,Wargame",NA,"Richard Berthold,Don Greenwood,Robert Haines","Empire of Rome 27 BC - 284 AD,The Republic of Carthage","Ancient Rome,Cities: Rome,Solitaire Games,Valley Games Classic Line,Valley Games Tactics Line","Dice Rolling,Hand Management,Simulation,Variable Player Powers,Voting","Avalon Hill,Descartes Editeur,Edge Entertainment,Phalanx Games Deutschland,Valley Games, Inc.,Wargames Club Publishing",7.54994,3365
1514,This game is all about balance. The board itself is hinged and moves as players move their metal balls across the boards' surface.&#10;&#10;Which ever way the board is tilting towards decides whose turn it is.&#10;&#10;It is possible that a player might get two turns in a row if the board still tilts towards them after they move a ball.&#10;&#10;The first player to get all 8 of their balls to the other side of the tilt-table wins.&#10;&#10;,//cf.geekdo-images.com/images/pic1029380.jpg,2,20,8,2,20,Yali,20,//cf.geekdo-images.com/images/pic1029380_t.jpg,1996,NA,"Abstract Strategy,Action / Dexterity",NA,Claus A. Harttung,NA,Marble Games,Point to Point Movement,Jumbo,5.28337,144
1515,"Players take turns forming words on either an 8x8 matrix gameboard (in the current new classic version offered by Winning Moves) or on a 10x10 matrix gameboard (in the currently offered Hasbro Euro edition). Words may be formed horizontally or vertically on the grid, as in Scrabble, but as the title suggests the letters may also be stacked, so already-played words can be changed into different words by having letters stacked (up to a limit of 5 high). EXAMPLE: Change LATE to CATER and then change CATER to BELATED. Scoring is different from Scrabble; there are no prescribed letter values per tile; instead, when a new word is formed, the number of tiles used in that word is counted and used as the score as follows: A word that is flat (no stacked tiles) scores 2 points per tile, but the words that score the most are those that have many stacked tiles, with tiles underneath the spelled word also being counted. The impact of these rules provide for scoring-per-turn increasing as the game continues.&#10;&#10;Winning Moves classic 8x8 version: &#10;http://www.amazon.com/Winning-Moves-1194-Classic-Upwords/dp/B00V82MFSY?ie=UTF8&amp;keywords=upwords&amp;qid=1464366613&amp;ref_=sr_1_1&amp;sr=8-1&#10;&#10;Hasbro Euro 10x10 version:&#10;http://www.amazon.com/Upwords-The-3D-Word-Building-Game/dp/B01276CYHQ?ie=UTF8&amp;keywords=upwords&amp;qid=1464366613&amp;ref_=sr_ph_1&amp;sr=sr-1&#10;&#10;August 2016 will have a new Hasbro version 10x10 game available in the United States.&#10;&#10;An app for UPWORDS play is available both for iphone and android devices, by Lonely Star Software, under license from Hasbro. Players can play alone, against an AI component of varying skill level, or against another player anywhere in the world.&#10;&#10;Hasbro is the worldwide licensee of UPWORDS rights from Rudell Design LLC.&#10;&#10;Upwords Deluxe has an 11 x 11 rotating grid, 121 tiles and 28 challenge tiles, and electronic timer.&#10;&#10;",//cf.geekdo-images.com/images/pic3182333.jpg,4,90,8,2,90,Upwords,90,//cf.geekdo-images.com/images/pic3182333_t.jpg,1981,NA,Word Game,NA,Elliot Rudell,NA,3D Games,"Hand Management,Tile Placement","CEFA (Celulosa Fabril S. A.),Hasbro,MB Jeux,MB Spellen,Milton Bradley,Parker Brothers,Winning Moves Games (USA)",5.67674,2212
1516,"Billed as the Official Game of the United States Auto Club this is one of Avalon Hill's early Sports Illustrated branded games. The game was created by Jim Barnes who sold the game at a booth that he set up at Indy and other race track promenades in the 1970s. Mr. Barnes struck a deal with Avalon Hill and the game was changed a little by the development team at AH and published with the SI logo on the box.  On an oval track you can run up to 33 cars. Each car has its own driver card derived from the performance of the actual drivers of the featured Indy race. Ongais, Foyt, Unser, Sneva, Mears, Rutherford etc, every driver that was in the that year's Indy has a card with a color photo on one side and game racing charts on the other side.  One Card set, for an even year Indy race from 1978 through 1986, was included in the box with the other card sets offered through the AH mail order program.&#10;&#10;Each driver card has 6 tables on the back. Three of the tables for movement, you chose whether you are going to drive normally, charge or back off and then roll 2 dice, referencing the appropriate table. The result will tell you how far you can move or if you have encountered car trouble. There are 2 trouble tables that can slow you down or knock you out of the race. There is also a pit stop table which controls how many turns you must sit in the pits before re-entering the race.&#10;&#10;The game is driven on Stats and can be played solitaire.&#10;&#10;",//cf.geekdo-images.com/images/pic52503.jpg,33,120,10,2,120,USAC Auto Racing,120,//cf.geekdo-images.com/images/pic52503_t.jpg,1979,NA,"Racing,Sports",NA,Jim Barnes,NA,Sports: Auto Racing,Roll / Spin and Move,"Avalon Hill,Midwest Research,Sports Illustrated",5.82279,176
1517,"In this CCG you lay sites to build the game board. You then place items and disasters at the sites. You chose 4 starting characters and create a deck with other characters, actions, equipment etc. You also have a separate deck of combat cards that you can use to enchant your fight or charm ability. You move your characters in groups around the board trying to get items. As you do you will set off disasters that have to be dealt with. Sometimes they guard a site but a lot of them start roaming the board looking for fights. You win by acquiring over half the items or by having the most when all items have been acquired.&#10;&#10;The first set (0) consists of 303 cards and has art from the films Bubblegum Crisis, El Hazard, Ramma 1/2, and Tenchi Muyo.&#10;&#10;The second set (1) consists of 220 cards and has art from Armitage III, Dominion Tank Police, Phantom Quest Corp., Project A-Ko, and Oh My Goddess.&#10;&#10;In the third set (Dragon Ball Z) consists of 232 cards and all art is exclusively from Dragon Ball Z the series.&#10;&#10;There are also a fairly large number (32) of promotional cards.&#10;&#10;",//cf.geekdo-images.com/images/pic108750.jpg,4,45,10,1,45,Ani-Mayhem,45,//cf.geekdo-images.com/images/pic108750_t.jpg,1996,NA,"Card Game,Collectible Components,Exploration,Fighting",NA,"Jon Healy,Keith Pinster,Josh Ritter",NA,"Anime & Manga,CCGs (Collectible Card Games)","Modular Board,Pick-up and Deliver",Pioneer,5.08229,96
1518,"First, you decide on what finished goods you want to sell and how much, based on your capital.  Based on that, you buy the raw materials necessary to do that. You combine raw materials to make finished goods. You sell the finished goods.&#10;&#10;You have to bid on the purchase price of the raw materials and the sales price of the finished goods. When supply exceeds demand the prices drop. When demand exceeds supply the prices rise. If you bid less than the going price, you get nothing.&#10;&#10;Easy to learn, but interesting strategies. Somewhat mechanical, but a good game by Sid Sackson.&#10;&#10;Part of the 3M Bookshelf Series.&#10;&#10;",//cf.geekdo-images.com/images/pic1512663.jpg,6,90,12,2,90,Executive Decision,90,//cf.geekdo-images.com/images/pic1512663_t.jpg,1971,(Uncredited),"Economic,Industry / Manufacturing,Math,Negotiation",NA,"(Uncredited),Sid Sackson",NA,3M Bookshelf Series,"Auction/Bidding,Commodity Speculation,Simultaneous Action Selection,Trading","3M,AS Manufacturas,Avalon Hill,University Games",6.03633,362
1519,"Reality as you know it is a lie.  The world we see around us is an illusion hiding True Reality, a horrible illusion fabricated to keep humanity at bay, and to prevent our awakening.&#10;&#10;That is the premise to the darkest of the CCGs.  You play an Archon or an Angel of Death.  You lay beings or regions around you and to the side in a Tarot type layout.  On these cards you can play influence cards.  Your spell casters can play spells and there are commandments that you can play that have instant effects.  On your turn you try to influence the population at large by moving population counters onto your outer cards then to your inner cards then onto the card representing you.  With 2 players there are 9 population markers and the first to sway 5 wins.  Of course along the way your beings will be throwing everything but the kitchen sink at each other.&#10;&#10;Between the subject matter and the dark and very graphic cards this is not a kids game.&#10;&#10;Online Play&#10;&#10;&#10;     CCG Workshop (no longer available)&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic492312.jpg,99,45,14,2,45,Kult,45,//cf.geekdo-images.com/images/pic492312_t.jpg,1995,"Tony Bagge,Les Edwards,Nils Gulliksson,Peter Andrew Jones,Jens Jonsson,Renato Olivares Machias,Terry Oakes,Paolo Parente,Harvey Parker,Jamie Sims,Adrian Smith,Stefan Thunberg","Card Game,Collectible Components,Fighting,Horror,Mature / Adult",NA,Bryan Winter,NA,CCGs (Collectible Card Games),Variable Player Powers,"Heartbreaker,Target Games,Wydawnictwo MAG",6.70274,186
1520,"The object of the game is to collect round cards known as &quot;Monads,&quot; which look like yin-yang symbols. The players do this by Trading, Buying, and Leaping with other cards.&#10;&#10;Monad / Die 1. Million uses a deck of cards with six colors (Red, Orange, Yellow, Green, Blue, and Purple). Half of these are called &quot;Warm&quot; colors (Red, Orange, and Yellow), and the others are &quot;Cool&quot; colors (Green, Blue, and Purple). The majority of cards has one symbol on them (known as &quot;Commons&quot;), but there is one card of each color with 2-5 colors on them (known as &quot;Bis,&quot; &quot;Tris,&quot; &quot;Quads,&quot; and &quot;Quints&quot;). At the start of the game, each player is assigned one of the six colors as their &quot;identity&quot; and is dealt six Commons and one &quot;Bonus&quot; card (which shows three pairs of colors). The Bis, Tris, Quads, and Quints are placed face up in separate piles in the center of the table.&#10;&#10;On their turn, a player attempts to get higher numbered cards into their hand. The easiest way is by &quot;Trading.&quot; To trade, a player turns in a pair of cards with the same number of symbols but of opposite colors (one warm and one cool) and takes the top card from the stack with the next highest number of symbols. When they turn in two Quints, they gain a Monad. If the two cards turned in match one of the pairs on their bonus card, they may also draw the top card from each of the lower stacks. They may also use cards of the same color as their Identity as wild cards, which are treated as having any number of symbols.&#10;&#10;The player can turn in more than two cards and &quot;Leap&quot; to a higher stack. This allows them to select a card with a higher number of symbols. Finally, they can &quot;Buy&quot; a card. Buying cards uses the numbers located on each card. The player turns in a number of cards which total greater than the number on the card they are after. Monads can be purchased for 80 points.&#10;&#10;A player can also draw the top card from the deck but doing so prevents them from taking any other action that turn.&#10;&#10;The first player to accumulate a given number of Monads (which varies depending on the number of players in the game) is the winner.&#10;&#10;Belongs to the 3M Gamette Series&#10;&#10;",//cf.geekdo-images.com/images/pic1428004.jpg,4,60,10,2,45,Monad,60,//cf.geekdo-images.com/images/pic1428004_t.jpg,1969,(Uncredited),Card Game,NA,Sid Sackson,NA,"3M Gamettes,Sid Sackson Signature Series",Set Collection,"3M,Eagle-Gryphon Games,Hexagames (I),Salagames",6.33359,365
1522,"Get Out is a Monopoly-style game with three tracks instead of one, and a couple of nice mechanical twists. The squares on the outer board are jobs, and the squares on the middle board are apartments. You can take as many jobs as you want, but each one slows you down, making it harder to get to Payday. Money doesn't really matter anyway; the real point of the game is to spend four months in the terrifying center ring. Not that they necessarily have to be four months in a row....&#10;&#10;",//cf.geekdo-images.com/images/pic297351.jpg,8,120,10,2,120,Get Out,120,//cf.geekdo-images.com/images/pic297351_t.jpg,1998,NA,Economic,NA,James Ernest,NA,NA,NA,Cheapass Games,5.52489,235
1524,"Fight City is a strategy card game in which each player needs his own deck. Each player's deck is composed of 50-60 cards, like Locations, Fighters, Weapons and Events. Players take turns bringing cards into play and using their cards to fight. The object of the game is to run your opponent out of money.&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Versions&#10;&#10;Original cardstock&#10;&#10;    Deluxe boxed (both A and B decks)&#10;    Deck A: Power&#10;    Deck B: Fear&#10;&#10;&#10;&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Awards&#10;&#10;&#10;    1999  Origins Award Nominee: Best Traditional Card Game&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic28298.jpg,2,30,10,2,30,Fight City,30,//cf.geekdo-images.com/images/pic28298_t.jpg,1999,Brian Snoddy,Card Game,NA,James Ernest,NA,NA,NA,Cheapass Games,5.47854,178
1525,"Gather your armies and fight over 3 positions.  Cards represent infantry or cavalry regiments or artillery batteries.  The uniform colors and styles are the uniforms that the regiments actually wore (according to the designers).  You also have cards representing the participating generals , terrain and the ever present special events.&#10;&#10;It is a collectible card set but with a flat rarity.  There is the original set of 200 cards representing the Battle of Bull Run.  The second set at 400 cards was the Battle of Shiloh.  The third set at 250 cards was the Battle of Gettysburg.&#10;&#10;All artwork and graphics in the Dixie series were created by RPG/Historical artist, Eric Hotz (www.hotzartworks.com).&#10;&#10;",//cf.geekdo-images.com/images/pic37262.jpg,2,60,12,2,60,Dixie: Bull Run,60,//cf.geekdo-images.com/images/pic37262_t.jpg,1994,Eric Hotz,"American Civil War,Card Game,Collectible Components,Dice,Wargame",NA,Tom Dalgliesh,NA,"CCGs (Collectible Card Games),Dixie: American Civil War Card Game","Area Control / Area Influence,Area Movement,Dice Rolling,Hand Management,Secret Unit Deployment",Columbia Games,6.24761,335
1527,"&quot;Prehistory.&#10;&#10;Hot. Primordial. Dull.&#10;&#10;You've been dominating the earth for longer than you can remember.&#10;&#10;Then again, with a brain the size of a walnut, you've also been standing there for longer than you can remember.&#10;&#10;Nevertheless, you're completely positive that it's been ten million years since anything interesting has happened.&#10;&#10;So you decide to cajole your buddies into a suicide race across skull island. The winner is the first to hurl himself into a big volcano in the middle. The losers are everyone who got their hedz bitten off along the way.&quot;&#10;&#10;A very simple race game: throw your dice and move your dino. The track is rather long though and when parts of the track pass close to another part, players may throw rocks at each other which place you back at the start.&#10;&#10;",//cf.geekdo-images.com/images/pic33902.jpg,8,60,10,2,60,Bitin' Off Hedz,60,//cf.geekdo-images.com/images/pic33902_t.jpg,1996,"James Ernest,Toivo Rovainen","Prehistoric,Racing",NA,James Ernest,NA,Animals: Dinosaurs,"Roll / Spin and Move,Variable Player Powers",Cheapass Games,4.59156,454
1528,"Chief Herman's Holiday Fun Pack contains more than thirty previously published by James Ernest and Cheapass Games, as well as an essay and game bibliography.&#10;&#10;&#10;     Six Dice-Coin Games: Bogart; Crash; Flip; Dogfight; Pennywise; Road Trip&#10;     Six Card Games: Spots; El Paso; Hey, Bartender!; Following Suit; Last Man Standing; Brain Baseball&#10;     Three Bluffing Games: Big Dumb Five; The Lost Pueblo of Doctor Green; Candy&#10;     Four Board Games (with 3 Boards): Galaxy; The Celebrated Jumping Frog Game; Stumpy the Cave Boy; Tishai&#10;     Three Paper (and pencil) Games: Strange Words; WoRDWeRX; Divide and Conquer&#10;     Two Group Games: The Con Game; Love and Marriage&#10;     Keeping it Simple (a game design article by James Ernest)&#10;     Nine Poker Variants: Rosencrantz and Guildenstern; Suck; Girl's Best Friend; Countdown; How Stupid Are You?; Night Baseball of the Living Dead; Frankenstein; Rescue 9-1-1 with Media Crew; River of Blood; The Order of Poker Hands&#10;     Ludography (a list of games designed by James Ernest)&#10;&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Gaming_Industry_Awards&#31;135&#31;&#10;&#10;*2000 [[Origins Award Nominee: Best Abstract Board Game&#10;&#10;",//cf.geekdo-images.com/images/pic228645.jpg,50,30,10,2,30,Chief Herman's Holiday Fun Pack,30,//cf.geekdo-images.com/images/pic228645_t.jpg,2000,NA,NA,NA,James Ernest,NA,NA,NA,Cheapass Games,5.79737,152
